timestamp,soil
2026-06-24 10:12:05,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:06,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:07,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:08,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:09,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:10,"Soil Moisture Level: 0% 
"
2026-06-24 10:12:11,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:12,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:13,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:14,"Soil Moisture Level: 0% 
"
2026-06-24 10:12:15,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:16,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:17,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:18,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:19,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:20,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:21,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:22,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:23,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:25,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:26,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:27,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:28,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:29,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:30,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:31,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:32,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:33,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:35,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:36,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:37,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:38,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:39,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:40,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:41,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:42,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:43,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:44,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:46,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:47,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:48,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:49,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:50,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:51,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:52,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:53,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:54,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:55,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:56,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:57,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:58,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:59,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:00,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:02,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:02,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:04,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:05,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:06,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:07,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:08,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:09,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:10,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:11,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:12,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:13,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:14,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:15,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:16,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:17,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:18,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:19,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:20,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:21,"Soil Moisture Level: 0% 
"
2026-06-24 10:13:22,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:23,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:25,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:26,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:27,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:28,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:29,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:31,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:32,"Soil Moisture Level: 0% 
"
2026-06-24 10:13:33,"Soil Moisture Level: 0% 
"
2026-06-24 10:13:34,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:35,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:36,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:37,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:38,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:39,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:40,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:41,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:42,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:43,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:44,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:46,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:47,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:48,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:49,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:50,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:51,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:52,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:53,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:54,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:55,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:56,"Soil Moisture Level: 1% 
"
2026-06-24 10:13:57,"Soil Moisture Level: 2% 
"
2026-06-24 10:13:59,"Soil Moisture Level: 2% 
"
2026-06-24 10:14:00,"Soil Moisture Level: 2% 
"
2026-06-24 10:14:01,"Soil Moisture Level: 1% 
"
2026-06-24 10:14:02,"Soil Moisture Level: 1% 
"
2026-06-24 10:14:03,"Soil Moisture Level: 1% 
"
2026-06-24 10:14:04,"Soil Moisture Level: 1% 
"
2026-06-24 10:14:05,"Soil Moisture Level: 2% 
"
2026-06-24 10:14:06,"Soil Moisture Level: 1% 
"
2026-06-24 10:14:07,"Soil Moisture Level: 1% 
"
2026-06-24 10:14:08,"Soil Moisture Level: 1% 
"
2026-06-24 10:14:09,"Soil Moisture Level: 1% 
"
2026-06-24 10:14:10,"Soil Moisture Level: 0% 
"
2026-06-24 10:14:18,"Soil Moisture Level: 2% 
"
2026-06-24 10:15:18,"Soil Moisture Level: 2% 
"
2026-06-24 10:16:18,"Soil Moisture Level: 2% 
"
2026-06-24 10:17:18,"Soil Moisture Level: 2% 
"
2026-06-24 10:18:18,"Soil Moisture Level: 2% 
"
2026-06-24 10:19:18,"Soil Moisture Level: 2% 
"
2026-06-24 10:20:19,"Soil Moisture Level: 1% 
"
2026-06-24 10:21:19,"Soil Moisture Level: 1% 
"
2026-06-24 10:22:19,"Soil Moisture Level: 2% 
"
timestamp,soil
2026-06-24 10:31:18,"Soil Moisture Level: 1% 
"
2026-06-24 10:31:20,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:22,"Soil Moisture Level: 3% 
"
2026-06-24 10:31:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:31:26,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:28,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:30,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:32,"Soil Moisture Level: 3% 
"
2026-06-24 10:31:34,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:36,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:38,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:40,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:42,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:44,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:46,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:48,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:50,"Soil Moisture Level: 4% 
"
2026-06-24 10:31:52,"Soil Moisture Level: 2% 
"
2026-06-24 10:31:54,"Soil Moisture Level: 1% 
"
2026-06-24 10:31:56,"Soil Moisture Level: 1% 
"
2026-06-24 10:31:58,"Soil Moisture Level: 2% 
"
2026-06-24 10:32:01,"Soil Moisture Level: 2% 
"
2026-06-24 10:32:02,"Soil Moisture Level: 2% 
"
2026-06-24 14:28:16,Hello from Arduino
2026-06-24 14:28:21,Hello from Arduino
2026-06-24 14:28:26,Hello from Arduino
2026-06-24 14:28:31,Hello from Arduino
2026-06-24 14:28:36,Hello from Arduino
2026-06-24 14:28:41,Hello from Arduino
2026-06-24 14:28:46,Hello from Arduino
2026-06-24 14:28:51,Hello from Arduino
2026-06-24 14:28:56,Hello from Arduino
2026-06-24 14:29:01,Hello from Arduino
2026-06-24 14:29:06,Hello from Arduino
2026-06-24 14:29:30,Hello from Arduino
2026-06-24 14:29:35,Hello from Arduino
2026-06-24 14:29:43,Hello from Arduino
2026-06-24 14:29:48,Hello from Arduino
2026-06-24 14:29:53,Hello from Arduino
2026-06-24 14:30:16,"Raw: 432 | Moisture: 2%
"
2026-06-24 14:30:26,"Raw: 435 | Moisture: 1%
"
2026-06-24 14:30:31,"Raw: 432 | Moisture: 2%
"
2026-06-24 14:30:36,"Raw: 436 | Moisture: 1%
"
2026-06-24 14:30:41,"Raw: 166 | Moisture: 74%
"
2026-06-24 14:30:46,"Raw: 437 | Moisture: 0%
"
2026-06-24 14:30:51,"Raw: 197 | Moisture: 65%
"
2026-06-24 14:30:57,"Raw: 176 | Moisture: 71%
"
2026-06-24 14:31:01,"Raw: 194 | Moisture: 66%
"
2026-06-24 14:31:07,"Raw: 184 | Moisture: 69%
"
2026-06-24 14:31:12,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:04:05,"Raw: 233 | Moisture: 55%
"
2026-06-25 10:04:10,"Raw: 254 | Moisture: 50%
"
2026-06-25 10:04:15,"Raw: 270 | Moisture: 45%
"
2026-06-25 10:04:20,"Raw: 367 | Moisture: 19%
"
2026-06-25 10:04:25,"Raw: 280 | Moisture: 43%
"
2026-06-25 10:04:31,"Raw: 226 | Moisture: 57%
"
2026-06-25 10:04:36,"Raw: 205 | Moisture: 63%
"
2026-06-25 10:04:41,"Raw: 217 | Moisture: 60%
"
2026-06-25 10:04:46,"Raw: 218 | Moisture: 60%
"
2026-06-25 10:04:51,"Raw: 196 | Moisture: 65%
"
2026-06-25 10:04:56,"Raw: 203 | Moisture: 64%
"
2026-06-25 10:06:41,"Raw: 440 | Moisture: 0%
"
2026-06-25 10:06:46,"Raw: 443 | Moisture: 0%
"
2026-06-25 10:16:26,"Raw: 425 | Moisture: 4%
"
2026-06-25 10:16:31,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:16:36,"Raw: 436 | Moisture: 1%
"
2026-06-25 10:16:41,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:17:36,"Raw: 430 | Moisture: 2%
"
2026-06-25 10:17:41,"Raw: 433 | Moisture: 1%
"
2026-06-25 10:22:46,"Raw: 440 | Moisture: 0%
"
2026-06-25 10:22:51,"Raw: 436 | Moisture: 1%
"
2026-06-25 10:22:57,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:23:02,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:23:07,"Raw: 435 | Moisture: 1%
"
2026-06-25 10:23:12,"Raw: 293 | Moisture: 39%
"
2026-06-25 10:23:17,"Raw: 136 | Moisture: 82%
"
2026-06-25 10:23:22,"Raw: 430 | Moisture: 2%
"
2026-06-25 10:23:27,"Raw: 433 | Moisture: 1%
"
2026-06-25 10:23:32,"Raw: 431 | Moisture: 2%
"
2026-06-25 10:23:37,"Raw: 431 | Moisture: 2%
"
2026-06-25 10:23:42,"Raw: 433 | Moisture: 1%
"
2026-06-25 10:23:47,"Raw: 165 | Moisture: 74%
"
2026-06-25 10:23:52,"Raw: 218 | Moisture: 60%
"
2026-06-25 10:23:57,"Raw: 433 | Moisture: 1%
"
2026-06-25 10:24:02,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:24:07,"Raw: 433 | Moisture: 1%
"
2026-06-25 10:24:12,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:24:17,"Raw: 429 | Moisture: 2%
"
2026-06-25 10:33:52,"Raw: 415 | Moisture: 6%
"
2026-06-25 10:33:58,"Raw: 428 | Moisture: 3%
"
2026-06-25 10:34:03,"Raw: 187 | Moisture: 68%
"
2026-06-25 10:34:08,"Raw: 435 | Moisture: 1%
"
2026-06-25 10:34:13,"Raw: 428 | Moisture: 3%
"
2026-06-25 10:34:18,"Raw: 428 | Moisture: 3%
"
2026-06-25 10:38:39,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:38:44,"Raw: 431 | Moisture: 2%
"
2026-06-25 10:57:47,"Raw: 434 | Moisture: 1%
"
2026-06-25 10:57:52,"Raw: 459 | Moisture: 0%
"
2026-06-25 10:57:57,"Raw: 110 | Moisture: 89%
"
2026-06-25 10:58:02,"Raw: 429 | Moisture: 2%
"
2026-06-25 10:58:07,"Raw: 430 | Moisture: 2%
"
2026-06-25 10:58:12,"Raw: 226 | Moisture: 57%
"
2026-06-25 10:58:17,"Raw: 430 | Moisture: 2%
"
2026-06-25 10:58:22,"Raw: 433 | Moisture: 1%
"
2026-06-25 10:58:27,"Raw: 437 | Moisture: 0%
"
2026-06-25 10:58:32,"Raw: 430 | Moisture: 2%
"
2026-06-25 10:58:37,"Raw: 428 | Moisture: 3%
"
2026-06-25 10:58:43,"Raw: 430 | Moisture: 2%
"
2026-06-25 10:58:48,"Raw: 430 | Moisture: 2%
"
2026-06-25 10:58:53,"Raw: 429 | Moisture: 2%
"
2026-06-25 10:58:58,"Raw: 435 | Moisture: 1%
"
2026-06-25 10:59:03,"Raw: 426 | Moisture: 3%
"
2026-06-25 10:59:08,"Raw: 435 | Moisture: 1%
"
2026-06-25 10:59:13,"Raw: 435 | Moisture: 1%
"
2026-06-25 10:59:18,"Raw: 434 | Moisture: 1%
"
2026-06-25 10:59:23,"Raw: 438 | Moisture: 0%
"
2026-06-25 10:59:28,"Raw: 438 | Moisture: 0%
"
2026-06-25 10:59:33,"Raw: 434 | Moisture: 1%
"
2026-06-25 10:59:38,"Raw: 434 | Moisture: 1%
"
2026-06-25 10:59:43,"Raw: 434 | Moisture: 1%
"
2026-06-25 10:59:48,"Raw: 428 | Moisture: 3%
"
2026-06-25 10:59:53,"Raw: 432 | Moisture: 2%
"
2026-06-25 10:59:58,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:00:03,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:00:08,"Raw: 436 | Moisture: 1%
"
2026-06-25 11:00:13,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:00:18,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:00:23,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:00:28,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:00:33,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:00:38,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:00:44,"Raw: 443 | Moisture: 0%
"
2026-06-25 11:00:49,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:00:54,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:00:59,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:01:04,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:01:09,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:01:14,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:01:19,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:01:24,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:01:29,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:01:34,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:01:39,"Raw: 436 | Moisture: 1%
"
2026-06-25 11:01:44,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:07:29,"Raw: 394 | Moisture: 12%
"
2026-06-25 11:07:53,"Raw: 246 | Moisture: 52%
"
2026-06-25 11:08:03,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:08:08,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:08:13,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:08:18,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:08:23,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:08:28,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:08:33,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:08:38,"Raw: 206 | Moisture: 63%
"
2026-06-25 11:08:43,"Raw: 201 | Moisture: 64%
"
2026-06-25 11:08:48,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:08:53,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:08:58,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:09:03,"Raw: 154 | Moisture: 77%
"
2026-06-25 11:09:08,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:09:13,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:09:18,"Raw: 148 | Moisture: 78%
"
2026-06-25 11:09:24,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:09:29,"Raw: 251 | Moisture: 51%
"
2026-06-25 11:09:34,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:09:39,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:09:44,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:10:12,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:10:17,"Raw: 436 | Moisture: 1%
"
2026-06-25 11:10:22,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:10:27,"Raw: 426 | Moisture: 3%
"
2026-06-25 11:10:32,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:10:37,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:10:42,"Raw: 424 | Moisture: 4%
"
2026-06-25 11:10:47,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:10:52,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:10:57,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:11:02,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:11:07,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:11:12,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:11:18,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:11:23,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:11:28,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:11:33,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:11:38,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:11:43,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:11:48,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:11:53,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:11:58,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:12:03,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:12:08,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:12:13,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:12:18,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:12:23,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:12:28,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:12:33,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:12:38,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:12:43,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:12:48,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:12:53,"Raw: 426 | Moisture: 3%
"
2026-06-25 11:12:58,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:13:03,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:13:08,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:13:13,"Raw: 426 | Moisture: 3%
"
2026-06-25 11:13:19,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:13:24,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:13:29,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:13:34,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:13:39,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:13:44,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:13:49,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:13:54,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:13:59,"Raw: 430 | Moisture: 2%
"
2026-06-25 11:14:04,"Raw: 424 | Moisture: 4%
"
2026-06-25 11:14:09,"Raw: 427 | Moisture: 3%
"
2026-06-25 11:14:14,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:14:19,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:14:24,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:14:29,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:14:34,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:14:39,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:14:44,"Raw: 427 | Moisture: 3%
"
2026-06-25 11:14:49,"Raw: 427 | Moisture: 3%
"
2026-06-25 11:14:54,"Raw: 427 | Moisture: 3%
"
2026-06-25 11:14:59,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:15:04,"Raw: 426 | Moisture: 3%
"
2026-06-25 11:15:09,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:15:14,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:15:19,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:15:25,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:15:29,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:15:35,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:15:40,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:15:45,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:15:50,"Raw: 427 | Moisture: 3%
"
2026-06-25 11:15:55,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:16:00,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:16:05,"Raw: 424 | Moisture: 4%
"
2026-06-25 11:16:10,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:16:15,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:16:20,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:16:25,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:16:30,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:16:35,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:16:40,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:16:45,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:16:50,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:17:56,"Raw: 428 | Moisture: 3%
"
2026-06-25 11:22:06,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:22:11,"Raw: 121 | Moisture: 86%
"
2026-06-25 11:22:15,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:22:21,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:22:26,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:22:31,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:22:36,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:22:41,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:22:46,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:22:51,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:22:56,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:23:01,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:23:06,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:23:11,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:23:16,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:23:21,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:23:26,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:23:31,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:23:36,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:23:41,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:23:46,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:23:51,"Raw: 437 | Moisture: 0%
"
2026-06-25 11:23:56,"Raw: 436 | Moisture: 1%
"
2026-06-25 11:24:01,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:24:06,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:24:11,"Raw: 429 | Moisture: 2%
"
2026-06-25 11:24:16,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:24:21,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:24:27,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:24:32,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:24:37,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:24:42,"Raw: 436 | Moisture: 1%
"
2026-06-25 11:24:47,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:24:52,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:24:57,"Raw: 437 | Moisture: 0%
"
2026-06-25 11:25:02,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:25:07,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:25:12,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:25:17,"Raw: 432 | Moisture: 2%
"
2026-06-25 11:25:22,"Raw: 431 | Moisture: 2%
"
2026-06-25 11:25:27,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:25:32,"Raw: 438 | Moisture: 0%
"
2026-06-25 11:25:37,"Raw: 438 | Moisture: 0%
"
2026-06-25 11:25:42,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:25:47,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:25:52,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:25:57,"Raw: 437 | Moisture: 0%
"
2026-06-25 11:26:02,"Raw: 439 | Moisture: 0%
"
2026-06-25 11:26:07,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:26:12,"Raw: 433 | Moisture: 1%
"
2026-06-25 11:26:17,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:26:22,"Raw: 434 | Moisture: 1%
"
2026-06-25 11:26:28,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:26:33,"Raw: 441 | Moisture: 0%
"
2026-06-25 11:26:38,"Raw: 435 | Moisture: 1%
"
2026-06-25 11:26:43,"Raw: 442 | Moisture: 0%
"
2026-06-25 11:26:48,"Raw: 440 | Moisture: 0%
"
2026-06-25 11:26:53,"Raw: 452 | Moisture: 0%
"
2026-06-25 11:26:58,"Raw: 444 | Moisture: 0%
"
